ph,moisture,label,icon,reason
6.87,53.0,Bayam,🥬,Perlu air cukup
5.95,33.5,Terong Lalap,🍆,Tumbuh baik di kebun
7.32,45.6,Kembang Kol,🥦,Anti akar gada
6.8,53.1,Kacang Panjang,🥢,Tanah subur ideal
7.66,28.7,Bawang Daun,🌱,Tahan pH tinggi
5.39,53.4,Talas,🍃,Kuat di tanah asam lembap
5.69,38.6,Terong Lalap,🍆,Tumbuh baik di kebun
5.95,19.0,Cabai Keriting,🌶️,Drainase baik
6.66,53.4,Bayam,🥬,Perlu air cukup
6.71,84.1,Kangkung Air,🌿,Butuh genangan air
4.96,80.0,Genjer,🌿,Suka pH rendah & basah
6.32,64.8,Oyong,🥒,Subur air tinggi
5.49,41.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.81,17.5,Singkong,🥔,Sangat kuat kering & asam
6.06,38.8,Terong Lalap,🍆,Tumbuh baik di kebun
6.01,36.3,Terong Lalap,🍆,Tumbuh baik di kebun
6.21,70.6,Selada Air,🥗,Air mengalir
5.46,42.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.45,58.6,Kacang Panjang,🥢,Tanah subur ideal
6.14,59.2,Oyong,🥒,Subur air tinggi
5.45,49.7,Talas,🍃,Kuat di tanah asam lembap
7.3,31.2,Bawang Merah,🧅,Suka pH netral-basa
6.31,80.1,Kangkung Air,🌿,Butuh genangan air
5.81,33.4,Terong Lalap,🍆,Tumbuh baik di kebun
7.65,58.0,Kubis (Kol),🥬,Toleran tanah basa
6.28,58.7,Oyong,🥒,Subur air tinggi
4.81,16.7,Singkong,🥔,Sangat kuat kering & asam
6.99,28.0,Kemangi,🌿,Suka panas
7.61,59.9,Kubis (Kol),🥬,Toleran tanah basa
4.9,82.1,Genjer,🌿,Suka pH rendah & basah
6.76,30.5,Kemangi,🌿,Suka panas
4.91,82.9,Genjer,🌿,Suka pH rendah & basah
6.81,29.3,Kemangi,🌿,Suka panas
6.48,85.7,Kangkung Air,🌿,Butuh genangan air
5.75,48.2,Talas,🍃,Kuat di tanah asam lembap
6.44,53.2,Kacang Panjang,🥢,Tanah subur ideal
6.4,88.3,Kangkung Air,🌿,Butuh genangan air
7.96,20.7,Bawang Daun,🌱,Tahan pH tinggi
7.54,59.3,Kubis (Kol),🥬,Toleran tanah basa
4.96,49.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.25,48.9,Kembang Kol,🥦,Anti akar gada
4.72,76.4,Genjer,🌿,Suka pH rendah & basah
7.0,49.9,Kembang Kol,🥦,Anti akar gada
7.25,60.5,Kubis (Kol),🥬,Toleran tanah basa
5.21,54.5,Talas,🍃,Kuat di tanah asam lembap
6.5,55.1,Kacang Panjang,🥢,Tanah subur ideal
7.51,21.4,Bawang Daun,🌱,Tahan pH tinggi
6.73,22.1,Cabai Rawit,🌶️,Anti becek
6.83,54.7,Bayam,🥬,Perlu air cukup
5.26,49.2,Talas,🍃,Kuat di tanah asam lembap
6.43,86.0,Kangkung Air,🌿,Butuh genangan air
6.36,15.6,Cabai Keriting,🌶️,Drainase baik
5.96,77.3,Selada Air,🥗,Air mengalir
6.24,46.6,Sawi,🥬,Panen cepat
7.09,49.3,Kembang Kol,🥦,Anti akar gada
6.37,54.0,Kacang Panjang,🥢,Tanah subur ideal
6.71,22.3,Cabai Rawit,🌶️,Anti becek
7.18,50.8,Kembang Kol,🥦,Anti akar gada
5.68,35.2,Terong Lalap,🍆,Tumbuh baik di kebun
7.66,61.9,Kubis (Kol),🥬,Toleran tanah basa
7.17,46.4,Kembang Kol,🥦,Anti akar gada
4.77,78.6,Genjer,🌿,Suka pH rendah & basah
5.43,40.6,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.35,22.2,Cabai Rawit,🌶️,Anti becek
6.56,52.9,Bayam,🥬,Perlu air cukup
7.28,65.0,Kubis (Kol),🥬,Toleran tanah basa
5.15,17.8,Singkong,🥔,Sangat kuat kering & asam
6.37,55.0,Kacang Panjang,🥢,Tanah subur ideal
6.0,64.9,Oyong,🥒,Subur air tinggi
6.15,73.8,Selada Air,🥗,Air mengalir
6.34,79.1,Selada Air,🥗,Air mengalir
7.34,30.6,Bawang Merah,🧅,Suka pH netral-basa
5.76,38.0,Terong Lalap,🍆,Tumbuh baik di kebun
5.01,17.3,Singkong,🥔,Sangat kuat kering & asam
5.28,51.1,Talas,🍃,Kuat di tanah asam lembap
6.68,82.5,Kangkung Air,🌿,Butuh genangan air
6.32,52.3,Kacang Panjang,🥢,Tanah subur ideal
6.45,52.4,Kacang Panjang,🥢,Tanah subur ideal
6.11,71.0,Selada Air,🥗,Air mengalir
5.35,42.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.16,44.6,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.44,30.0,Bawang Merah,🧅,Suka pH netral-basa
7.65,29.4,Bawang Merah,🧅,Suka pH netral-basa
7.41,56.6,Kubis (Kol),🥬,Toleran tanah basa
5.35,45.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.94,27.1,Kemangi,🌿,Suka panas
7.35,54.9,Kembang Kol,🥦,Anti akar gada
4.77,78.5,Genjer,🌿,Suka pH rendah & basah
4.95,83.1,Genjer,🌿,Suka pH rendah & basah
4.97,14.2,Singkong,🥔,Sangat kuat kering & asam
6.44,45.8,Sawi,🥬,Panen cepat
6.06,79.4,Selada Air,🥗,Air mengalir
7.23,54.8,Kembang Kol,🥦,Anti akar gada
5.08,14.6,Singkong,🥔,Sangat kuat kering & asam
4.9,81.1,Genjer,🌿,Suka pH rendah & basah
4.97,41.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.75,83.2,Genjer,🌿,Suka pH rendah & basah
6.68,50.2,Bayam,🥬,Perlu air cukup
6.49,65.0,Oyong,🥒,Subur air tinggi
6.69,25.4,Kemangi,🌿,Suka panas
5.25,79.9,Genjer,🌿,Suka pH rendah & basah
6.03,32.3,Terong Lalap,🍆,Tumbuh baik di kebun
5.73,31.7,Terong Lalap,🍆,Tumbuh baik di kebun
6.25,87.4,Kangkung Air,🌿,Butuh genangan air
4.36,90.6,Pakis Sayur,🌿,Lembap hutan
4.8,13.6,Singkong,🥔,Sangat kuat kering & asam
6.09,18.4,Cabai Keriting,🌶️,Drainase baik
6.91,50.8,Bayam,🥬,Perlu air cukup
6.79,23.0,Cabai Rawit,🌶️,Anti becek
7.66,28.9,Bawang Merah,🧅,Suka pH netral-basa
6.67,28.1,Cabai Rawit,🌶️,Anti becek
5.63,47.0,Talas,🍃,Kuat di tanah asam lembap
6.53,44.2,Sawi,🥬,Panen cepat
7.71,55.3,Kubis (Kol),🥬,Toleran tanah basa
6.34,40.3,Sawi,🥬,Panen cepat
6.28,55.8,Oyong,🥒,Subur air tinggi
7.73,56.1,Kubis (Kol),🥬,Toleran tanah basa
7.15,52.1,Kembang Kol,🥦,Anti akar gada
6.51,49.9,Sawi,🥬,Panen cepat
6.01,20.2,Cabai Keriting,🌶️,Drainase baik
4.87,83.9,Genjer,🌿,Suka pH rendah & basah
5.81,37.4,Terong Lalap,🍆,Tumbuh baik di kebun
5.02,15.2,Singkong,🥔,Sangat kuat kering & asam
7.22,25.6,Bawang Merah,🧅,Suka pH netral-basa
5.98,78.5,Selada Air,🥗,Air mengalir
5.11,84.2,Genjer,🌿,Suka pH rendah & basah
5.91,64.5,Oyong,🥒,Subur air tinggi
6.75,23.4,Cabai Rawit,🌶️,Anti becek
4.73,79.6,Genjer,🌿,Suka pH rendah & basah
7.26,53.8,Kembang Kol,🥦,Anti akar gada
4.29,88.6,Pakis Sayur,🌿,Lembap hutan
7.34,32.6,Bawang Merah,🧅,Suka pH netral-basa
7.17,45.7,Kembang Kol,🥦,Anti akar gada
4.73,77.0,Genjer,🌿,Suka pH rendah & basah
7.42,31.8,Bawang Merah,🧅,Suka pH netral-basa
6.93,49.5,Bayam,🥬,Perlu air cukup
5.24,49.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.95,45.3,Bayam,🥬,Perlu air cukup
8.08,20.2,Bawang Daun,🌱,Tahan pH tinggi
6.44,25.0,Cabai Keriting,🌶️,Drainase baik
6.37,54.8,Kacang Panjang,🥢,Tanah subur ideal
6.63,80.5,Kangkung Air,🌿,Butuh genangan air
7.59,59.5,Kubis (Kol),🥬,Toleran tanah basa
5.14,18.8,Singkong,🥔,Sangat kuat kering & asam
5.19,10.8,Singkong,🥔,Sangat kuat kering & asam
6.24,56.9,Oyong,🥒,Subur air tinggi
5.17,15.8,Singkong,🥔,Sangat kuat kering & asam
6.63,46.3,Bayam,🥬,Perlu air cukup
6.8,24.8,Cabai Rawit,🌶️,Anti becek
7.54,29.5,Bawang Daun,🌱,Tahan pH tinggi
5.28,81.8,Genjer,🌿,Suka pH rendah & basah
6.49,78.2,Selada Air,🥗,Air mengalir
4.65,90.9,Pakis Sayur,🌿,Lembap hutan
5.06,42.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.12,18.0,Singkong,🥔,Sangat kuat kering & asam
6.24,63.7,Oyong,🥒,Subur air tinggi
7.31,54.8,Kembang Kol,🥦,Anti akar gada
6.16,55.1,Oyong,🥒,Subur air tinggi
6.22,49.4,Sawi,🥬,Panen cepat
6.44,24.3,Cabai Rawit,🌶️,Anti becek
6.78,49.4,Bayam,🥬,Perlu air cukup
7.03,45.6,Bayam,🥬,Perlu air cukup
6.01,24.6,Cabai Keriting,🌶️,Drainase baik
6.51,41.9,Sawi,🥬,Panen cepat
6.44,40.7,Sawi,🥬,Panen cepat
6.18,62.8,Oyong,🥒,Subur air tinggi
6.13,19.8,Cabai Keriting,🌶️,Drainase baik
7.46,33.7,Bawang Merah,🧅,Suka pH netral-basa
7.74,61.5,Kubis (Kol),🥬,Toleran tanah basa
5.22,46.8,Talas,🍃,Kuat di tanah asam lembap
6.53,82.4,Kangkung Air,🌿,Butuh genangan air
6.45,21.0,Cabai Rawit,🌶️,Anti becek
4.4,87.6,Pakis Sayur,🌿,Lembap hutan
5.18,82.1,Genjer,🌿,Suka pH rendah & basah
6.99,29.6,Kemangi,🌿,Suka panas
6.7,55.3,Kacang Panjang,🥢,Tanah subur ideal
5.36,48.8,Talas,🍃,Kuat di tanah asam lembap
7.27,58.4,Kubis (Kol),🥬,Toleran tanah basa
5.09,18.2,Singkong,🥔,Sangat kuat kering & asam
5.9,72.3,Selada Air,🥗,Air mengalir
5.81,31.4,Terong Lalap,🍆,Tumbuh baik di kebun
6.14,21.3,Cabai Keriting,🌶️,Drainase baik
7.99,22.2,Bawang Daun,🌱,Tahan pH tinggi
6.75,59.9,Kacang Panjang,🥢,Tanah subur ideal
6.74,50.9,Kacang Panjang,🥢,Tanah subur ideal
5.14,48.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.86,37.6,Terong Lalap,🍆,Tumbuh baik di kebun
4.93,81.1,Genjer,🌿,Suka pH rendah & basah
6.4,70.9,Selada Air,🥗,Air mengalir
7.38,60.7,Kubis (Kol),🥬,Toleran tanah basa
6.57,45.9,Sawi,🥬,Panen cepat
7.29,31.1,Bawang Merah,🧅,Suka pH netral-basa
6.52,59.7,Kacang Panjang,🥢,Tanah subur ideal
6.41,73.2,Selada Air,🥗,Air mengalir
7.51,62.6,Kubis (Kol),🥬,Toleran tanah basa
6.39,20.5,Cabai Rawit,🌶️,Anti becek
7.46,49.5,Kembang Kol,🥦,Anti akar gada
6.32,60.1,Oyong,🥒,Subur air tinggi
6.74,51.0,Kacang Panjang,🥢,Tanah subur ideal
6.71,80.4,Kangkung Air,🌿,Butuh genangan air
6.4,22.0,Cabai Rawit,🌶️,Anti becek
6.67,42.4,Sawi,🥬,Panen cepat
6.65,53.5,Bayam,🥬,Perlu air cukup
5.68,34.6,Terong Lalap,🍆,Tumbuh baik di kebun
5.01,17.3,Singkong,🥔,Sangat kuat kering & asam
4.66,90.8,Pakis Sayur,🌿,Lembap hutan
4.37,90.0,Pakis Sayur,🌿,Lembap hutan
6.48,22.0,Cabai Rawit,🌶️,Anti becek
5.64,47.5,Talas,🍃,Kuat di tanah asam lembap
7.46,50.3,Kembang Kol,🥦,Anti akar gada
6.7,44.6,Sawi,🥬,Panen cepat
5.12,11.1,Singkong,🥔,Sangat kuat kering & asam
5.45,44.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.44,85.8,Pakis Sayur,🌿,Lembap hutan
6.22,45.3,Sawi,🥬,Panen cepat
6.53,47.6,Bayam,🥬,Perlu air cukup
7.8,58.5,Kubis (Kol),🥬,Toleran tanah basa
7.31,28.4,Bawang Merah,🧅,Suka pH netral-basa
6.1,37.9,Terong Lalap,🍆,Tumbuh baik di kebun
6.74,24.8,Cabai Rawit,🌶️,Anti becek
6.09,60.9,Oyong,🥒,Subur air tinggi
7.27,32.0,Bawang Merah,🧅,Suka pH netral-basa
5.75,34.9,Terong Lalap,🍆,Tumbuh baik di kebun
5.31,45.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.43,52.4,Kacang Panjang,🥢,Tanah subur ideal
6.78,46.2,Sawi,🥬,Panen cepat
6.55,43.4,Sawi,🥬,Panen cepat
6.24,47.4,Sawi,🥬,Panen cepat
5.01,84.2,Genjer,🌿,Suka pH rendah & basah
6.53,46.3,Sawi,🥬,Panen cepat
6.82,31.9,Kemangi,🌿,Suka panas
6.42,80.5,Kangkung Air,🌿,Butuh genangan air
4.67,85.6,Pakis Sayur,🌿,Lembap hutan
6.18,55.7,Oyong,🥒,Subur air tinggi
4.8,14.5,Singkong,🥔,Sangat kuat kering & asam
6.35,28.9,Cabai Rawit,🌶️,Anti becek
6.46,53.1,Kacang Panjang,🥢,Tanah subur ideal
7.8,28.4,Bawang Daun,🌱,Tahan pH tinggi
7.66,25.4,Bawang Merah,🧅,Suka pH netral-basa
6.44,84.7,Kangkung Air,🌿,Butuh genangan air
4.8,81.8,Genjer,🌿,Suka pH rendah & basah
6.24,17.7,Cabai Keriting,🌶️,Drainase baik
8.09,23.7,Bawang Daun,🌱,Tahan pH tinggi
4.9,79.3,Genjer,🌿,Suka pH rendah & basah
6.3,29.4,Cabai Rawit,🌶️,Anti becek
5.81,38.8,Terong Lalap,🍆,Tumbuh baik di kebun
5.14,75.9,Genjer,🌿,Suka pH rendah & basah
4.77,89.0,Pakis Sayur,🌿,Lembap hutan
4.96,76.9,Genjer,🌿,Suka pH rendah & basah
5.34,49.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.68,82.9,Kangkung Air,🌿,Butuh genangan air
7.6,62.9,Kubis (Kol),🥬,Toleran tanah basa
6.93,52.4,Kembang Kol,🥦,Anti akar gada
6.82,53.0,Bayam,🥬,Perlu air cukup
6.68,54.4,Bayam,🥬,Perlu air cukup
5.82,39.8,Terong Lalap,🍆,Tumbuh baik di kebun
7.11,47.2,Kembang Kol,🥦,Anti akar gada
6.56,27.6,Kemangi,🌿,Suka panas
5.96,35.1,Terong Lalap,🍆,Tumbuh baik di kebun
6.42,44.2,Sawi,🥬,Panen cepat
6.36,59.1,Kacang Panjang,🥢,Tanah subur ideal
6.24,76.1,Selada Air,🥗,Air mengalir
6.03,73.5,Selada Air,🥗,Air mengalir
6.17,19.9,Cabai Keriting,🌶️,Drainase baik
5.58,33.3,Terong Lalap,🍆,Tumbuh baik di kebun
6.48,89.9,Kangkung Air,🌿,Butuh genangan air
5.69,48.9,Talas,🍃,Kuat di tanah asam lembap
6.35,57.0,Oyong,🥒,Subur air tinggi
6.52,53.4,Bayam,🥬,Perlu air cukup
6.54,29.1,Kemangi,🌿,Suka panas
6.13,23.5,Cabai Keriting,🌶️,Drainase baik
6.68,52.3,Kacang Panjang,🥢,Tanah subur ideal
6.36,24.4,Cabai Rawit,🌶️,Anti becek
7.09,47.8,Kembang Kol,🥦,Anti akar gada
5.5,47.2,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.33,22.2,Cabai Keriting,🌶️,Drainase baik
5.66,38.8,Terong Lalap,🍆,Tumbuh baik di kebun
4.58,86.6,Pakis Sayur,🌿,Lembap hutan
7.47,60.7,Kubis (Kol),🥬,Toleran tanah basa
6.38,62.6,Oyong,🥒,Subur air tinggi
7.41,52.9,Kembang Kol,🥦,Anti akar gada
7.45,28.2,Bawang Merah,🧅,Suka pH netral-basa
5.29,75.5,Genjer,🌿,Suka pH rendah & basah
6.36,55.9,Oyong,🥒,Subur air tinggi
6.2,84.4,Kangkung Air,🌿,Butuh genangan air
6.11,78.6,Selada Air,🥗,Air mengalir
5.48,44.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.4,45.6,Kembang Kol,🥦,Anti akar gada
7.96,26.0,Bawang Daun,🌱,Tahan pH tinggi
7.43,54.5,Kembang Kol,🥦,Anti akar gada
6.42,58.0,Oyong,🥒,Subur air tinggi
6.32,56.3,Oyong,🥒,Subur air tinggi
6.79,20.7,Cabai Rawit,🌶️,Anti becek
6.02,16.8,Cabai Keriting,🌶️,Drainase baik
7.44,65.0,Kubis (Kol),🥬,Toleran tanah basa
6.21,85.3,Kangkung Air,🌿,Butuh genangan air
6.99,54.3,Bayam,🥬,Perlu air cukup
6.43,63.8,Oyong,🥒,Subur air tinggi
5.17,16.9,Singkong,🥔,Sangat kuat kering & asam
4.24,94.1,Pakis Sayur,🌿,Lembap hutan
6.34,85.9,Kangkung Air,🌿,Butuh genangan air
7.72,25.7,Bawang Daun,🌱,Tahan pH tinggi
5.4,46.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
4.29,92.2,Pakis Sayur,🌿,Lembap hutan
5.9,38.2,Terong Lalap,🍆,Tumbuh baik di kebun
6.03,38.1,Terong Lalap,🍆,Tumbuh baik di kebun
7.09,50.7,Bayam,🥬,Perlu air cukup
7.03,29.9,Kemangi,🌿,Suka panas
6.77,43.2,Sawi,🥬,Panen cepat
6.64,29.8,Cabai Rawit,🌶️,Anti becek
6.74,52.9,Bayam,🥬,Perlu air cukup
5.49,42.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.97,39.5,Terong Lalap,🍆,Tumbuh baik di kebun
6.69,43.6,Sawi,🥬,Panen cepat
4.35,88.3,Pakis Sayur,🌿,Lembap hutan
6.7,53.9,Bayam,🥬,Perlu air cukup
6.24,18.5,Cabai Keriting,🌶️,Drainase baik
7.6,55.0,Kubis (Kol),🥬,Toleran tanah basa
7.0,31.3,Kemangi,🌿,Suka panas
5.63,36.5,Terong Lalap,🍆,Tumbuh baik di kebun
7.8,31.1,Bawang Merah,🧅,Suka pH netral-basa
6.58,55.1,Kacang Panjang,🥢,Tanah subur ideal
4.88,76.5,Genjer,🌿,Suka pH rendah & basah
7.44,50.1,Kembang Kol,🥦,Anti akar gada
5.45,40.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.08,41.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.32,78.4,Selada Air,🥗,Air mengalir
6.22,71.1,Selada Air,🥗,Air mengalir
6.52,47.1,Sawi,🥬,Panen cepat
6.24,41.0,Sawi,🥬,Panen cepat
4.74,86.0,Pakis Sayur,🌿,Lembap hutan
5.9,78.4,Selada Air,🥗,Air mengalir
6.27,56.7,Kacang Panjang,🥢,Tanah subur ideal
7.54,25.7,Bawang Merah,🧅,Suka pH netral-basa
4.32,88.4,Pakis Sayur,🌿,Lembap hutan
5.3,48.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.46,27.3,Bawang Merah,🧅,Suka pH netral-basa
5.97,72.7,Selada Air,🥗,Air mengalir
6.23,64.5,Oyong,🥒,Subur air tinggi
6.06,62.1,Oyong,🥒,Subur air tinggi
5.42,53.8,Talas,🍃,Kuat di tanah asam lembap
6.22,47.2,Sawi,🥬,Panen cepat
6.43,28.8,Cabai Rawit,🌶️,Anti becek
6.12,71.3,Selada Air,🥗,Air mengalir
6.7,30.1,Kemangi,🌿,Suka panas
5.24,17.5,Singkong,🥔,Sangat kuat kering & asam
7.31,59.7,Kubis (Kol),🥬,Toleran tanah basa
6.57,27.3,Kemangi,🌿,Suka panas
6.55,82.3,Kangkung Air,🌿,Butuh genangan air
5.23,45.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.03,53.5,Bayam,🥬,Perlu air cukup
5.81,35.3,Terong Lalap,🍆,Tumbuh baik di kebun
5.78,53.6,Talas,🍃,Kuat di tanah asam lembap
4.93,43.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.53,52.2,Kacang Panjang,🥢,Tanah subur ideal
4.37,88.2,Pakis Sayur,🌿,Lembap hutan
7.74,24.2,Bawang Daun,🌱,Tahan pH tinggi
4.88,76.5,Genjer,🌿,Suka pH rendah & basah
5.04,77.1,Genjer,🌿,Suka pH rendah & basah
6.55,29.7,Kemangi,🌿,Suka panas
7.46,63.0,Kubis (Kol),🥬,Toleran tanah basa
6.74,28.8,Cabai Rawit,🌶️,Anti becek
6.86,29.7,Kemangi,🌿,Suka panas
7.28,48.5,Kembang Kol,🥦,Anti akar gada
5.76,53.8,Talas,🍃,Kuat di tanah asam lembap
7.88,26.6,Bawang Daun,🌱,Tahan pH tinggi
5.94,19.6,Cabai Keriting,🌶️,Drainase baik
5.02,14.0,Singkong,🥔,Sangat kuat kering & asam
6.65,20.5,Cabai Rawit,🌶️,Anti becek
6.47,22.2,Cabai Keriting,🌶️,Drainase baik
5.4,52.9,Talas,🍃,Kuat di tanah asam lembap
6.89,29.8,Kemangi,🌿,Suka panas
6.56,54.9,Kacang Panjang,🥢,Tanah subur ideal
7.18,54.1,Kembang Kol,🥦,Anti akar gada
6.28,78.5,Selada Air,🥗,Air mengalir
6.74,28.9,Kemangi,🌿,Suka panas
5.93,32.6,Terong Lalap,🍆,Tumbuh baik di kebun
5.18,84.6,Genjer,🌿,Suka pH rendah & basah
7.73,62.5,Kubis (Kol),🥬,Toleran tanah basa
6.48,27.7,Cabai Rawit,🌶️,Anti becek
6.41,63.4,Oyong,🥒,Subur air tinggi
7.49,51.0,Kembang Kol,🥦,Anti akar gada
7.08,53.3,Bayam,🥬,Perlu air cukup
5.95,20.9,Cabai Keriting,🌶️,Drainase baik
4.95,45.7,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.92,49.3,Bayam,🥬,Perlu air cukup
5.94,59.6,Oyong,🥒,Subur air tinggi
6.31,23.7,Cabai Keriting,🌶️,Drainase baik
6.92,48.7,Kembang Kol,🥦,Anti akar gada
5.36,48.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.69,49.2,Talas,🍃,Kuat di tanah asam lembap
7.71,33.4,Bawang Merah,🧅,Suka pH netral-basa
5.69,49.5,Talas,🍃,Kuat di tanah asam lembap
5.13,81.7,Genjer,🌿,Suka pH rendah & basah
5.73,38.0,Terong Lalap,🍆,Tumbuh baik di kebun
7.37,64.1,Kubis (Kol),🥬,Toleran tanah basa
6.69,31.5,Kemangi,🌿,Suka panas
6.37,45.3,Sawi,🥬,Panen cepat
7.0,45.1,Bayam,🥬,Perlu air cukup
4.41,87.0,Pakis Sayur,🌿,Lembap hutan
5.23,48.6,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.32,51.4,Kembang Kol,🥦,Anti akar gada
7.63,59.6,Kubis (Kol),🥬,Toleran tanah basa
6.01,77.0,Selada Air,🥗,Air mengalir
6.69,29.2,Cabai Rawit,🌶️,Anti becek
6.17,74.6,Selada Air,🥗,Air mengalir
6.57,54.8,Bayam,🥬,Perlu air cukup
6.32,78.3,Selada Air,🥗,Air mengalir
6.45,27.1,Cabai Rawit,🌶️,Anti becek
6.91,49.7,Kembang Kol,🥦,Anti akar gada
5.41,49.5,Talas,🍃,Kuat di tanah asam lembap
4.38,89.4,Pakis Sayur,🌿,Lembap hutan
7.59,32.9,Bawang Merah,🧅,Suka pH netral-basa
6.35,84.7,Kangkung Air,🌿,Butuh genangan air
7.78,25.3,Bawang Daun,🌱,Tahan pH tinggi
4.83,10.3,Singkong,🥔,Sangat kuat kering & asam
5.02,17.7,Singkong,🥔,Sangat kuat kering & asam
4.92,83.7,Genjer,🌿,Suka pH rendah & basah
7.91,27.8,Bawang Daun,🌱,Tahan pH tinggi
6.65,24.2,Cabai Rawit,🌶️,Anti becek
6.05,77.3,Selada Air,🥗,Air mengalir
6.41,71.7,Selada Air,🥗,Air mengalir
